pct_carrier_delay;pct_atc_delay;pct_weather_delay;airline
7.16;4.29;0;United
270.731.707.317.073;0;0;United
779.220.779.220.779;287.012.987.012.987;0;United
378.571.428.571.429;682.142.857.142.857;0;United
193.421.052.631.579;343.421.052.631.579;0.723684210526316;United
358.620.689.655.172;313.793.103.448.276;0;United
454.598.825.831.703;360.469.667.318.982;0.26614481409002;United
594.444.444.444.444;101.388.888.888.889;0;United
599.105.545.617.174;278.354.203.935.599;0.508050089445438;United
309.290.953.545.232;589.853.300.733.496;0.188569682151589;United
155.405.405.405.405;0.216216216216216;0;United
829.824.561.403.509;180.175.438.596.491;0;United
8.44;8.26;0;United
638.815.789.473.684;199.342.105.263.158;158.552.631.578.947;United
226.402.640.264.026;128.052.805.280.528;0;United
990.322.580.645.161;106.129.032.258.065;0;United
662.100.456.621.005;448.401.826.484.018;0.949771689497717;United
578.947.368.421.053;489.473.684.210.526;0;United
561.713.173.264.114;284.879.948.085.659;0.212848799480857;Southwest
374.731.182.795.699;0.701612903225806;0;Southwest
691.322.314.049.587;259.090.909.090.909;107.851.239.669.421;Southwest
61.460.113.960.114;24.017.094.017.094;0.0811965811965812;Southwest
460.900.900.900.901;0.264864864864865;0;Southwest
613.960.546.282.246;248.254.931.714.719;0;Southwest
362.388.758.782.201;145.526.932.084.309;0.034192037470726;Southwest
381.980.198.019.802;106.930.693.069.307;0;Southwest
255.705.705.705.706;128.828.828.828.829;0;Southwest
527.394.636.015.326;0.900383141762452;0;Southwest
251.653.764.954.258;0.810696692470091;0.437719915552428;Southwest
211.969.351.832.678;137.668.254.296.956;0.0215365500103541;Southwest
316.589.861.751.152;0;0;Southwest
5.464;0.0933333333333333;0;Southwest
5;131.303.116.147.309;0;Southwest
951.449.275.362.319;0.579710144927536;0;Southwest
348.135.496.726.445;199.402.220.324.509;0.10646171363507;Southwest
326.424.405.563.033;423.553.162.853.297;0.855540601166442;Southwest
604.661.016.949.153;172.881.355.932.203;0.0889830508474576;Southwest
431.120.331.950.207;118.257.261.410.788;0;Southwest
624.401.368.301.026;304.675.028.506.271;0.716077537058153;Southwest
776.058.931.860.037;13.902.394.106.814;519.152.854.511.971;Southwest
317.335.243.553.009;0.676934097421203;0.000716332378223496;Southwest
498.048.780.487.805;0.736585365853659;0.304878048780488;Southwest
452.073.732.718.894;0.317972350230415;0;Southwest
344.833.026.557.981;307.757.033.920.589;0.0512753089666053;Southwest
82.183.908.045.977;28.007.662.835.249;0;Southwest
201.673.640.167.364;0.698744769874477;0;Southwest
734.406.438.631.791;214.084.507.042.254;0;Southwest
337.543.252.595.156;0.423875432525952;0.214532871972318;Southwest
668.518.518.518.519;130.555.555.555.556;0.319444444444444;Southwest
398.571.428.571.429;0.898214285714286;0;Southwest
226.875.699.888.018;237.018.077.107.663;0.166053431450968;Southwest
368.781.725.888.325;442.893.401.015.228;0.473032994923858;Southwest
79.814.126.394.052;268.773.234.200.743;0.646840148698885;Southwest
351.440.329.218.107;908.230.452.674.897;263.786.008.230.453;Southwest
753.825.857.519.789;209.234.828.496.042;0.192612137203166;Southwest
690.151.515.151.515;220.075.757.575.758;0.996212121212121;Southwest
446.375.207.526.287;224.681.793.027.117;0.0309905921416713;Southwest
317.925.219.941.349;0.805718475073314;0.00329912023460411;Southwest
26.496.384.059.086;191.337.128.789.044;0.608093552854285;Southwest
338.677.685.950.413;0.512396694214876;0.0165289256198347;Southwest
44.317.617.866.005;0.764267990074442;0;Southwest
38.779.443.254.818;12.847.965.738.758;0.0685224839400428;Southwest
551.721.242.653.232;143.324.937.027.708;0.228379513014274;Southwest
226.124.625.124.958;0.707097634121959;0.11996001332889;Southwest
753.231.292.517.007;262.244.897.959.184;0.0442176870748299;Southwest
567.213.114.754.098;16.135.831.381.733;0.135831381733021;Southwest
419.981.583.793.739;181.123.388.581.952;0.181399631675875;Southwest
401.123.595.505.618;0.592696629213483;0;Southwest
330.744.336.569.579;130.744.336.569.579;0;Southwest
328.252.788.104.089;153.252.788.104.089;0.185873605947955;Southwest
335.888.962.326.504;741.242.564.441.507;238.929.279.576.999;Southwest
313.418.972.332.016;338.201.581.027.668;0.197826086956522;Southwest
440.387.722.132.472;103.231.017.770.598;0;Southwest
256.827.586.206.897;0.757241379310345;0.0331034482758621;Southwest
484.957.882.069.795;0.902527075812274;0;Southwest
322.183.507.549.361;0.576074332171893;0.263646922183508;Southwest
473.590.504.451.039;0.400593471810089;0.275964391691395;Southwest
377.163.280.662.152;167.080.511.662.904;0.221971407072987;Southwest
683.753.943.217.666;303.627.760.252.366;0.548895899053628;Southwest
39.284.064.665.127;0.729792147806005;0;Southwest
389.920.424.403.183;107.161.803.713.528;0.442086648983201;Southwest
297.045.101.088.647;963.219.284.603.421;151.399.688.958.009;Southwest
253.582.554.517.134;107.528.556.593.977;0.240394600207684;Southwest
671.992.300.288.739;153.801.732.435.034;0.055822906641001;Southwest
263.707.165.109.034;0.825025960539979;0.208203530633437;Southwest
212.576.219.512.195;101.524.390.243.902;0.267530487804878;Southwest
349.206.349.206.349;162.759.462.759.463;0.145706145706146;Southwest
345.927.710.843.374;0.663132530120482;0.028433734939759;Southwest
680.793.319.415.449;288.100.208.768.267;0.150313152400835;Southwest
698.698.884.758.364;28.271.375.464.684;0.0446096654275093;Southwest
444.308.943.089.431;26.869.918.699.187;0.0772357723577236;American
719.877.049.180.328;490.368.852.459.016;0.157786885245902;American
758.448.275.862.069;408.275.862.068.966;0.681034482758621;American
125.032.258.064.516;691.612.903.225.806;0.580645161290323;American
740.909.090.909.091;640.909.090.909.091;259.090.909.090.909;American
872.427.983.539.095;592.181.069.958.848;0.654320987654321;American
985.680.751.173.709;711.971.830.985.915;16.631.455.399.061;American
149.710.144.927.536;573.913.043.478.261;0.898550724637681;American
940.983.606.557.377;864.754.098.360.656;0.495901639344262;American
789.247.311.827.957;643.010.752.688.172;0.78494623655914;American
986.394.557.823.129;763.265.306.122.449;206.802.721.088.435;American
885.567.010.309.278;597.938.144.329.897;0.257731958762887;American
77.741.935.483.871;228.387.096.774.194;0.387096774193548;American
158.421.052.631.579;873.684.210.526.316;168.421.052.631.579;American
684.975.961.538.461;751.442.307.692.308;0.971153846153846;American
814.651.162.790.698;658.372.093.023.256;187.441.860.465.116;American
253.719.270.420.301;350.277.557.494.052;0.372878667724029;American
0;0;0;American
835.211.267.605.634;937.089.201.877.934;113.145.539.906.103;American
797.584.541.062.802;759.420.289.855.072;149.275.362.318.841;American
764.285.714.285.714;309.243.697.478.992;0.626050420168067;American
8.5;21.365.671.641.791;0.373134328358209;American
108.870.967.741.935;575.806.451.612.903;109.677.419.354.839;American
824.415.584.415.584;594.025.974.025.974;153.506.493.506.494;American
20;188.888.888.888.889;0;American
536.363.636.363.636;0.0909090909090909;363.636.363.636.364;American
833.536.585.365.854;0.384146341463415;0;American
837.704.918.032.787;722.950.819.672.131;0;American
524.013.157.894.737;690.460.526.315.789;0.631578947368421;American
959.016.393.442.623;665.245.901.639.344;0.242622950819672;American
511.764.705.882.353;142.016.806.722.689;0.579831932773109;American
110.751.879.699.248;737.593.984.962.406;0;American
219.285.714.285.714;778.571.428.571.429;103.571.428.571.429;American
641.935.483.870.968;305.376.344.086.022;0.0537634408602151;American
566.804.293.971.924;590.586.292.320.396;0.179190751445087;American
0;0;0;American
5.5;519.786.096.256.685;133.689.839.572.193;American
5.618.908.788.005;382.632.236.568.097;0.797167846730529;American
622.734.499.205.087;832.114.467.408.585;0.832273449920509;American
0;238.095.238.095.238;238.095.238.095.238;American
625.882.352.941.176;0.764705882352941;282.352.941.176.471;American
585.197.368.421.053;283.881.578.947.368;121.710.526.315.789;American
932.177.033.492.823;526.196.172.248.804;0.94377990430622;American
516.101.694.915.254;495.762.711.864.407;0.76271186440678;American
357.608.695.652.174;447.826.086.956.522;0.369565217391304;American
406.741.848.492.277;439.372.395.194.901;0.681049276783525;American
702.586.206.896.552;492.241.379.310.345;0.978448275862069;American
718.279.569.892.473;425.448.028.673.835;140.860.215.053.763;American
0;0;0;American
104.193.548.387.097;21.505.376.344.086;0;American
914.351.851.851.852;280.092.592.592.593;0.574074074074074;American
705.333.333.333.333;1.52;0.806666666666667;American
383.870.967.741.935;553.225.806.451.613;0.508064516129032;American
368.530.591.775.326;456.745.235.707.121;0.305416248746239;American
133.225.806.451.613;143.709.677.419.355;0.774193548387097;American
450.806.451.612.903;417.741.935.483.871;267.741.935.483.871;American
115.882.352.941.176;10.156.862.745.098;0.627450980392157;American
474.747.474.747.475;116.127.946.127.946;0.686868686868687;American
711.421.911.421.911;213.333.333.333.333;16.969.696.969.697;American
465.833.333.333.333;8.55;0.933333333333333;American
106.328.125;34.921.875;12.578.125;American
841.698.841.698.842;655.984.555.984.556;240.926.640.926.641;American
567.164.179.104.478;683.582.089.552.239;117.910.447.761.194;American
431.182.795.698.925;831.182.795.698.925;0.903225806451613;American
992.073.170.731.707;721.951.219.512.195;217.073.170.731.707;American
729.679.144.385.027;494.385.026.737.968;133.957.219.251.337;American
671.553.610.503.282;450.765.864.332.604;111.159.737.417.943;American
12.047.619.047.619;344.444.444.444.444;10.952.380.952.381;American
895.845.697.329.377;694.362.017.804.154;210.385.756.676.558;American
723.596.792.668.958;182.428.407.789.233;0.655211912943872;American
703.243.243.243.243;445.405.405.405.405;260.540.540.540.541;American
993.548.387.096.774;428.024.193.548.387;0.372983870967742;American
732.903.225.806.452;781.290.322.580.645;114.838.709.677.419;American
287.128.712.871.287;623.762.376.237.624;0.118811881188119;American
60.792.349.726.776;215.846.994.535.519;10.983.606.557.377;American
553.880.764.904.387;520.247.469.066.367;139.932.508.436.445;American
113.125;81.640.625;0.2578125;American
161.290.322.580.645;161.290.322.580.645;0;American
490.322.580.645.161;418.548.387.096.774;129.637.096.774.194;American
12.008.064.516.129;202.822.580.645.161;180.241.935.483.871;American
535.125.448.028.674;5.584.229.390.681;115.770.609.318.996;American
287.096.774.193.548;358.064.516.129.032;0;American
0;111.111.111.111.111;0;Alaska
198.214.285.714.286;458.928.571.428.571;308.928.571.428.571;Alaska
522.783.687.943.262;700.265.957.446.808;130.939.716.312.057;Alaska
32.258.064.516.129;0;0;Alaska
367.741.935.483.871;27.741.935.483.871;0;Alaska
65.609.756.097.561;105.487.804.878.049;0;Alaska
0;112.903.225.806.452;0;Alaska
158.730.158.730.159;293.650.793.650.794;0.238095238095238;Alaska
282.352.941.176.471;283.823.529.411.765;120.588.235.294.118;Alaska
0;519.318.181.818.182;213.636.363.636.364;Alaska
49.016.393.442.623;178.688.524.590.164;121.311.475.409.836;Alaska
217.391.304.347.826;440.217.391.304.348;203.260.869.565.217;Alaska
652.173.913.043.478;553.260.869.565.217;207.608.695.652.174;Alaska
234.375;9.359.375;240.625;Alaska
0.306451612903226;18.241.935.483.871;480.645.161.290.323;Alaska
64.149.855.907.781;571.757.925.072.046;0.974063400576369;Alaska
421.686.746.987.952;118.072.289.156.627;121.686.746.987.952;Alaska
649.769.585.253.456;140.552.995.391.705;183.410.138.248.848;Alaska
951.612.903.225.806;909.677.419.354.839;290.322.580.645.161;Alaska
452.823.920.265.781;733.887.043.189.369;278.737.541.528.239;Alaska
363.440.860.215.054;168.279.569.892.473;212.903.225.806.452;Alaska
374.054.054.054.054;8.6;376.756.756.756.757;Alaska
367.655.786.350.148;383.679.525.222.552;176.557.863.501.484;Alaska
62.545.871.559.633;672.935.779.816.514;22.545.871.559.633;Alaska
611.290.322.580.645;135.161.290.322.581;237.096.774.193.548;Alaska
166.666.666.666.667;493.333.333.333.333;283.333.333.333.333;Alaska
709.677.419.354.839;467.741.935.483.871;27.741.935.483.871;Alaska
145.757.575.757.576;427.272.727.272.727;539.393.939.393.939;Alaska
317.341.040.462.428;897.109.826.589.595;0.826589595375723;Alaska
422.608.695.652.174;74.304.347.826.087;140.434.782.608.696;Alaska
224.719.101.123.596;0.370786516853933;0;Alaska
249.397.590.361.446;290.361.445.783.133;225.301.204.819.277;Alaska
387.596.899.224.806;575.968.992.248.062;276.744.186.046.512;Alaska
534.831.460.674.157;589.887.640.449.438;219.101.123.595.506;Alaska
207.820.512.820.513;437.948.717.948.718;0.220512820512821;Alaska
246.413.502.109.705;137.172.995.780.591;0.738396624472574;Alaska
250.819.672.131.148;781.967.213.114.754;244.262.295.081.967;Alaska
5.25;375.641.025.641.026;197.435.897.435.897;Alaska
248.324.022.346.369;787.988.826.815.642;169.553.072.625.698;Alaska
584.615.384.615.385;207.692.307.692.308;273.846.153.846.154;Alaska
306.035.229.569.737;53.941.669.073.058;0.513138896910193;Alaska
370.431.893.687.708;21.468.438.538.206;124.584.717.607.973;Alaska
552.173.913.043.478;702.173.913.043.478;11.195.652.173.913;Alaska
175.527.426.160.338;614.767.932.489.451;0.438818565400844;Alaska
141.610.738.255.034;956.375.838.926.174;11.006.711.409.396;Alaska
265.993.265.993.266;330.976.430.976.431;0.356902356902357;Alaska
171.612.903.225.806;131.612.903.225.806;516.129.032.258.065;Alaska
823.404.255.319.149;542.553.191.489.362;125.531.914.893.617;Alaska
0.0819672131147541;278.688.524.590.164;472.131.147.540.984;Alaska
675.409.836.065.574;250.819.672.131.148;327.868.852.459.016;Alaska
914.084.507.042.254;50.093.896.713.615;0;Jet Blue
881.142.857.142.857;225.714.285.714.286;0;Jet Blue
476.678.876.678.877;522.262.922.262.922;0.067969067969068;Jet Blue
263.106.796.116.505;464.077.669.902.913;0;Jet Blue
100.579.710.144.928;428.260.869.565.217;0;Jet Blue
837.655.860.349.127;448.379.052.369.077;0.13216957605985;Jet Blue
286.516.853.932.584;30.561.797.752.809;0;Jet Blue
751.449.275.362.319;72.463.768.115.942;0.181159420289855;Jet Blue
957.462.686.567.164;758.208.955.223.881;0.0970149253731343;Jet Blue
812.359.550.561.798;41.498.127.340.824;0.0337078651685393;Jet Blue
930.232.558.139.535;131.511.627.906.977;0;Jet Blue
512.267.657.992.565;17.635.687.732.342;0.0130111524163569;Jet Blue
660.687.593.423.019;692.974.588.938.714;0.0926756352765321;Jet Blue
846.551.724.137.931;646.551.724.137.931;0;Jet Blue
672.237.960.339.943;528.328.611.898.017;0.056657223796034;Jet Blue
900.301.204.819.277;473.493.975.903.614;0.0240963855421687;Jet Blue
704.477.611.940.298;88.134.328.358.209;0;Jet Blue
488.321.385.902.031;448.387.096.774.194;0.0471923536439665;Jet Blue
595.468.277.945.619;553.776.435.045.317;0.0211480362537764;Jet Blue
194.258.373.205.742;488.038.277.511.962;0;Jet Blue
930.967.741.935.484;14.158.064.516.129;0;Jet Blue
269.987.995.198.079;360.264.105.642.257;0.374549819927971;Jet Blue
565.772.759.350.741;665.349.329.569.513;0.0536344389555399;Jet Blue
915.217.391.304.348;395.652.173.913.043;0;Jet Blue
741.176.470.588.235;368.382.352.941.176;0.5;Jet Blue
770.748.299.319.728;112.517.006.802.721;0;Jet Blue
762.546.816.479.401;711.048.689.138.577;0.0205992509363296;Jet Blue
5;701.408.450.704.225;0;Jet Blue
632.098.765.432.099;577.777.777.777.778;0;Jet Blue
549.606.299.212.598;403.149.606.299.213;0.110236220472441;Jet Blue
179.411.764.705.882;520.588.235.294.118;0;Jet Blue
743.181.818.181.818;294.318.181.818.182;0;Jet Blue
128.578.680.203.046;513.705.583.756.345;0.16243654822335;Jet Blue
106.034.482.758.621;132.758.620.689.655;0.0258620689655172;Jet Blue
102.477.876.106.195;221.238.938.053.097;0.0176991150442478;Jet Blue
880.966.767.371.601;662.839.879.154.079;0.0845921450151058;Jet Blue
345.121.951.219.512;395.121.951.219.512;0;Jet Blue
607.857.142.857.143;735.714.285.714.286;122.142.857.142.857;Jet Blue
350.151.975.683.891;135.440.729.483.283;0.112462006079027;Jet Blue
0;454.545.454.545.455;0;Jet Blue
65.473.411.154.345;79.727.626.459.144;0.0466926070038911;Jet Blue
752.713.178.294.574;127.906.976.744.186;0.488372093023256;Jet Blue
610.185.185.185.185;416.666.666.666.667;0.601851851851852;Jet Blue
946.511.627.906.977;558.139.534.883.721;0;Jet Blue
813.095.238.095.238;194.047.619.047.619;0;Jet Blue
104.516.129.032.258;212.903.225.806.452;0;Jet Blue
709.230.769.230.769;532.307.692.307.692;0;Jet Blue
994.011.976.047.904;489.820.359.281.437;0;Jet Blue
100.205.882.352.941;9.85;0;Jet Blue
370.408.163.265.306;140.816.326.530.612;1;Delta
770.967.741.935.484;570.967.741.935.484;0;Delta
264.150.943.396.226;377.358.490.566.038;0;Delta
315.873.015.873.016;343.015.873.015.873;0;Delta
296.747.656.399.464;703.800.778.011.606;0.262610802882469;Delta
442.592.592.592.593;212.345.679.012.346;0.203703703703704;Delta
455.307.262.569.832;218.994.413.407.821;0.865921787709497;Delta
482.777.777.777.778;171.666.666.666.667;0.8;Delta
0;0;0;Delta
0;0;0;Delta
731.034.482.758.621;183.189.655.172.414;0.370689655172414;Delta
445.714.285.714.286;784.285.714.285.714;0;Delta
334.947.768.281.102;569.515.669.515.669;0.253561253561254;Delta
228.571.428.571.429;381.203.007.518.797;0;Delta
363.757.115.749.526;435.673.624.288.425;0.165085388994307;Delta
6.25;0;0;Delta
152.272.727.272.727;836.363.636.363.636;227.272.727.272.727;Delta
0;0;0;Delta
425.641.025.641.026;167.765.567.765.568;0.465201465201465;Delta
336.842.105.263.158;221.052.631.578.947;0;Delta
498.843.930.635.838;390.462.427.745.665;0.11849710982659;Delta
487.931.034.482.759;24.367.816.091.954;0;Delta
77.741.935.483.871;0;0;Delta
401.780.415.430.267;172.848.664.688.427;0.0697329376854599;Delta
147.967.479.674.797;0.40650406504065;0.51219512195122;Delta
370.138.888.888.889;516.666.666.666.667;0;Delta
531.530.343.007.916;655.804.749.340.369;0.469656992084433;Delta
411.695.906.432.749;549.512.670.565.302;0.130604288499025;Delta
303.693.931.398.417;398.153.034.300.792;0.556728232189974;Delta
78;22;0;Delta
291.803.735.712.294;476.916.643.434.625;0.203791469194313;Delta
0.533333333333333;10.88;0;Delta
0;645.161.290.322.581;0;Delta
567.647.058.823.529;0;0;Delta
455.443.037.974.683;129.848.101.265.823;12.126.582.278.481;Delta
133.333.333.333.333;132.142.857.142.857;0.75;Delta
180.645.161.290.323;464.516.129.032.258;0;Delta
0;0;0;Delta
418.324.022.346.369;427.262.569.832.402;0.508379888268156;Delta
273.493.975.903.614;120.481.927.710.843;0;Delta
842.857.142.857.143;585.714.285.714.286;0;Delta
6.12;9.94;0.11;Delta
3.55;1.5;0;Delta
0;0;0;Delta
56.218.487.394.958;683.193.277.310.924;0.126050420168067;Delta
479.487.179.487.179;303.846.153.846.154;0;Delta
708.474.576.271.186;242.372.881.355.932;0;Delta
658.064.516.129.032;180.645.161.290.323;0.870967741935484;Delta
569.711.538.461.539;259.615.384.615.385;0;Delta
384.615.384.615.385;769.230.769.230.769;0;Delta
363.636.363.636.364;285.714.285.714.286;0;Delta
502.870.813.397.129;356.937.799.043.062;0.488038277511962;Delta
381.168.831.168.831;567.532.467.532.468;0.38961038961039;Delta
459.259.259.259.259;114.814.814.814.815;0;Delta
624.534.161.490.683;338.509.316.770.186;0.53416149068323;Delta
714.285.714.285.714;0;0;Delta
953.424.657.534.247;297.260.273.972.603;0.0684931506849315;Delta
561.011.904.761.905;266.666.666.666.667;0.404761904761905;Delta
320.083.974.807.558;5.074.177.746.676;0.43037088873338;Delta
967.741.935.483.871;0;0;Delta
354.754.440.961.338;460.397.074.190.178;0.500522466039707;Delta
411.896.668.932.699;502.855.200.543.848;0.290278721957852;Delta
648.387.096.774.193;193.548.387.096.774;0;Delta
288.179.916.317.992;101.161.087.866.109;0.659518828451883;Delta
0;357.142.857.142.857;0;Delta
6;0.451612903225806;0;Delta
677.659.574.468.085;167.021.276.595.745;0;Delta
653.465.346.534.653;240.594.059.405.941;0;Delta
425.408.618.127.786;417.087.667.161.961;0.300148588410104;Delta
59.537.037.037.037;385.185.185.185.185;0.671296296296296;Delta
278.730.158.730.159;255.026.455.026.455;0.39047619047619;Delta
32.258.064.516.129;0;0;Delta
34.218.009.478.673;442.022.116.903.633;113.112.164.296.998;Delta
498.275.862.068.965;440.804.597.701.149;0.350574712643678;Delta
737.837.837.837.838;325.225.225.225.225;0;Delta
147.962.962.962.963;501.851.851.851.852;0.851851851851852;Delta
507.954.545.454.545;628.409.090.909.091;0.488636363636364;Delta
345.624.532.535.527;290.974.819.247.071;0.351533283470456;Delta
4;395.196.506.550.218;0.141921397379913;Delta
514.285.714.285.714;234.285.714.285.714;0;Delta
235.849.056.603.774;890.566.037.735.849;0;Delta
32.258.064.516.129;0;0;Delta
0;607.692.307.692.308;0;Delta
119.047.619.047.619;369.047.619.047.619;107.142.857.142.857;Delta
10;5.625;0;Delta
475.434.243.176.179;759.553.349.875.931;0.75682382133995;Delta
551.282.051.282.051;373.333.333.333.333;0.497435897435897;Delta
519.457.013.574.661;466.289.592.760.181;0.312217194570136;Delta
587.096.774.193.548;683.225.806.451.613;0.432258064516129;Delta
430.120.481.927.711;23.855.421.686.747;0.0602409638554217;Delta
274.906.367.041.199;880.524.344.569.288;0.820224719101124;Delta
444.576.271.186.441;856.949.152.542.373;0.228813559322034;Delta
364.502.164.502.164;21.038.961.038.961;106.493.506.493.506;Delta
210.945.273.631.841;238.308.457.711.443;142.786.069.651.741;Delta
116.666.666.666.667;536.666.666.666.667;0.366666666666667;Delta
866.666.666.666.667;118.181.818.181.818;0;Delta
0;0;0;Delta
282.585.751.978.892;194.722.955.145.119;0.588390501319261;Delta
3.4;3.15;0.159090909090909;Delta
71.123.595.505.618;333.707.865.168.539;0.775280898876405;Delta
801.869.158.878.505;202.803.738.317.757;0;Delta
341.591.320.072.333;337.613.019.891.501;0.566003616636528;Delta
326.839.826.839.827;546.753.246.753.247;0.484848484848485;Delta
402.970.297.029.703;447.524.752.475.247;0.00495049504950495;Delta
55.390.625;24.765.625;0.63671875;Delta
0.422413793103448;238.793.103.448.276;0.0517241379310345;Delta
426.355.421.686.747;102.756.024.096.386;0.439759036144578;Delta
288.357.256.778.309;165.741.626.794.258;0.82615629984051;Delta
829.824.561.403.509;570.175.438.596.491;0;Delta
468.508.287.292.818;782.872.928.176.796;0.552486187845304;Delta
29.813.717.188.823;345.427.603.725.656;0.43268416596105;Delta
179.279.279.279.279;313.513.513.513.514;0;Delta
154.882.154.882.155;438.047.138.047.138;0.35016835016835;Delta
356.353.591.160.221;350.276.243.093.923;110.497.237.569.061;Delta
434.463.276.836.158;390.395.480.225.989;0.485875706214689;Delta
969.230.769.230.769;121.025.641.025.641;194.871.794.871.795;Delta
0;0;0;Delta
141.379.310.344.828;910.344.827.586.207;0;Delta
342.857.142.857.143;157.142.857.142.857;0;Delta
316.531.791.907.514;305.895.953.757.225;0.526011560693642;Delta
134.090.909.090.909;268.181.818.181.818;0;Delta
172.368.421.052.632;360.526.315.789.474;0;Delta
746.428.571.428.571;353.571.428.571.429;0;Delta
3.72;5.08;0;Delta
0.176470588235294;588.235.294.117.647;0;United
582.758.620.689.655;106.896.551.724.138;0;United
727.027.027.027.027;103.513.513.513.514;281.081.081.081.081;United
611.650.485.436.893;514.563.106.796.117;0.902912621359223;United
490.871.369.294.606;182.572.614.107.884;0.020746887966805;United
177.586.206.896.552;351.724.137.931.034;107.758.620.689.655;United
964.705.882.352.941;726.470.588.235.294;0;United
53.030.303.030.303;418.181.818.181.818;0;United
572.246.696.035.242;576.762.114.537.445;0.86784140969163;United
142.903.225.806.452;0.935483870967742;0;United
739.393.939.393.939;260.606.060.606.061;348.484.848.484.848;United
433.712.121.212.121;262.878.787.878.788;0.916666666666667;United
706.451.612.903.226;341.935.483.870.968;0;United
362.180.200.222.469;525.806.451.612.903;0.400444938820912;United
134.912.280.701.754;208.771.929.824.561;0;United
693.333.333.333.333;0.883333333333333;183.333.333.333.333;United
712.903.225.806.452;483.870.967.741.935;232.258.064.516.129;United
376.036.036.036.036;612.972.972.972.973;0.515315315315315;United
434.798.631.218.742;4.254.540.668.597;0.331666227954725;United
494.315.245.478.036;624.031.007.751.938;0.126614987080103;United
465.151.515.151.515;465.151.515.151.515;0.696969696969697;United
131.904.761.904.762;0.587301587301587;0;United
5.75;511.290.322.580.645;192.741.935.483.871;United
320.399.234.345.092;127.366.694.011.485;0.514902925895543;United
693.028.322.440.087;934.858.387.799.564;0.657952069716776;United
3.125;6.25;0;United
661.111.111.111.111;675.925.925.925.926;0;United
753.125;0.90625;0;United
166.666.666.666.667;0;0;United
109.032.258.064.516;148.387.096.774.194;0;United
6;437.142.857.142.857;0;United
126.178.010.471.204;377.486.910.994.764;0.37696335078534;United
540.425.531.914.894;472.667.757.774.141;0.309328968903437;United
381.606.410.734.253;526.332.463.660.082;0.586656727543794;United
0;37.037.037.037.037;0;United
112.333.333.333.333;2.4;0.233333333333333;United
757.142.857.142.857;385.714.285.714.286;0;United
694.642.857.142.857;0.678571428571429;0;United
557.142.857.142.857;242.857.142.857.143;271.428.571.428.571;United
385.269.121.813.031;428.328.611.898.017;0;United
620.212.765.957.447;21.063.829.787.234;0.446808510638298;United
448.866.995.073.892;369.556.650.246.305;0.405911330049261;United
498.201.144.726.083;434.014.717.906.787;0.321749795584628;United
478.272.604.588.394;128.839.406.207.827;0.60863697705803;United
2.625;295.833.333.333.333;0;United
135.483.870.967.742;0.645161290322581;0;United
57.144.420.131.291;450.984.682.713.348;0.957330415754923;United
1.109.375;434.375;3.125;United
481.666.666.666.667;388.333.333.333.333;0;United
609.883.720.930.233;46.656.976.744.186;0.904069767441861;United
952.564.102.564.103;604.700.854.700.855;0.666666666666667;United
701.010.101.010.101;53.459.595.959.596;0.19949494949495;United
0;10;0;United
53.469.387.755.102;171.428.571.428.571;0;United
665.986.394.557.823;150.340.136.054.422;0;United
3.125;134.375;0;United
345.283.018.867.925;397.169.811.320.755;0;United
150.413.223.140.496;471.074.380.165.289;0.0495867768595041;United
417.242.087.957.254;75.583.641.594.739;0.232018084669133;United
650.200.803.212.851;549.397.590.361.446;0.742971887550201;United
826.012.793.176.972;776.332.622.601.279;0.505330490405117;United
615.406.162.464.986;131.596.638.655.462;103.081.232.492.997;United
675.441.412.520.064;147.576.243.980.738;0.534510433386838;United
766.887.417.218.543;201.324.503.311.258;188.741.721.854.305;United
0;748.148.148.148.148;0;United
91.875;4.375;116.666.666.666.667;United
141.111.111.111.111;218.518.518.518.519;0;United
269.230.769.230.769;235.897.435.897.436;0;United
564.516.129.032.258;661.290.322.580.645;645.161.290.322.581;United
5.44;370.666.666.666.667;0.206666666666667;United
48.122.555.410.691;356.975.228.161.669;142.372.881.355.932;United
461.133.603.238.866;242.914.979.757.085;121.862.348.178.138;United
645.328.282.828.283;938.510.101.010.101;0.356060606060606;United
400.659.978.880.676;131.000.527.983.105;0.399155227032735;United
4;521.186.440.677.966;0;United
828.813.559.322.034;889.830.508.474.576;190.677.966.101.695;United
48.671.875;78.515.625;0.6484375;United
56.221.198.156.682;60.184.331.797.235;0.539170506912442;United
308.193.668.528.864;301.675.977.653.631;0.556797020484171;United
248.387.096.774.194;435.483.870.967.742;0;United
722.413.793.103.448;125.862.068.965.517;0.482758620689655;United
387.901.701.323.251;442.722.117.202.268;12.930.056.710.775;United
0;208.333.333.333.333;0;United
0.642857142857143;136.428.571.428.571;0;United
284.655.300.222.387;0.92290585618977;0.151964418087472;Southwest
286.430.678.466.077;100.884.955.752.212;0.0117994100294985;Southwest
263.218.390.804.598;0.89272030651341;0.0153256704980843;Southwest
449.139.865.370.232;0.911742707554226;0.151084517576664;Southwest
575.483.870.967.742;135.913.978.494.624;0.348387096774194;Southwest
351.809.210.526.316;136.842.105.263.158;0.243421052631579;Southwest
276.203.966.005.666;151.038.715.769.594;0.0703493862134089;Southwest
264.657.534.246.575;126.849.315.068.493;0.063013698630137;Southwest
314.598.540.145.985;358.540.145.985.401;0.995620437956204;Southwest
